帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e45b5d000000001401c403,,5654fb3203eb84172198f0e6,宇树机器人有实力的,2026.04.19,广东,0.0,3.0,9,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e77aaa000000001401d816,,575746a06a6a690eab148b59,大叔看到中国的机器人超越了自己，有一种自豪感，荣誉感，开心的笑了,2026.04.21,天津,3.0,0.0,32,成功|被超越者,成功,被超越者,8
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e860d70000000014019012,,556eab83e58d1307eb6563f4,有点看电影终结者的感觉了，第二集里面一家老小开车被 t 1000跑步追逐，非常窒息[捂脸R][偷笑R],2026.04.22,上海,2.0,0.0,51,成功|被超越者,成功,被超越者,11
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4dceb000000001401bc25,,617d05cd0000000002027428,感觉比较有时代性的语言，可以留存,2026.04.19,重庆,5.0,0.0,16,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4b0000000000014019808,,5e8c83ef0000000001003a3e,博主一看就身心健康,2026.04.19,日本,11.0,1.0,9,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4c471000000001401e825,,640004e8000000000f01169b,喊小艺，让它跳舞，你就赶紧跑,2026.04.19,河北,5.0,0.0,14,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4cb22000000001401cc19,,61241708000000000100880a,这个时代不远了,2026.04.19,浙江,1.0,2.0,7,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e85bdf000000001401e824,,65d49c9b000000000401f6a5,其实机器人比你还晚出发[偷笑R],2026.04.22,广东,1.0,0.0,16,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4bfd9000000001401c02a,,634d2cb5000000001802b477,头一次对手超过自己了，开心的一次,2026.04.19,内蒙古,2.0,0.0,16,成功|被超越者,成功,被超越者,5
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69eacc12000000001401e016,,645e27650000000012035669,不得不说 这是一个完全崭新的时代 未来会有我想都想不到的发展,2026.04.24,四川,0.0,0.0,30,成功|被超越者,成功,被超越者,7
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e853d3000000001401a831,,5e63062b0000000001003727,机器人超过人的一瞬间科技质的飞跃的一大步,2026.04.22,天津,1.0,0.0,20,成功|被超越者,成功,被超越者,7
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4859f0000000014019423,,62c84e22000000001902c16b,叔叔牙齿好健康，好羡慕�,2026.04.19,重庆,2.0,0.0,12,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e99c35000000001401cc17,,63d2a1950000000027029d26,祂，毫無雜念，直接快跑⋯⋯跨進另一個，新的世代。,2026.04.23,中国台湾,1.0,0.0,24,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e64184000000001401c831,,54efd82b2e1d9357077ac8f2,告诉它这里不让坐着跑步[嘻嘻R],2026.04.20,山东,1.0,0.0,16,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e714500000000014019c14,,5b6a8c89450b370001c30051,以后就是珍贵的史料[笑哭R],2026.04.21,广东,1.0,0.0,14,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e475da000000001401c02d,,63aec66f000000002601087a,第一次智械危机中人类被机器人追杀的场景.mp4,2026.04.19,山东,4.0,0.0,23,成功|被超越者,成功,被超越者,8
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e58687000000001401e81c,,5976e30682ec395a592fb34c,后面的马浓直接开车么[笑哭R],2026.04.20,浙江,0.0,1.0,15,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e804a7000000001401cc08,,5c35f830000000000501a062,被超过了还挺高兴[飞吻R],2026.04.22,湖北,1.0,0.0,13,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e604fd000000001401ac24,,67432ac2000000001c018d66,机器人半马48min[捂脸R],2026.04.20,辽宁,0.0,0.0,15,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69ec852f000000002702b3a9,,630e4238000000001200c218,只有个别几十个能超过，大部分还是不行[偷笑R],2026.04.25,吉林,0.0,0.0,23,成功|被超越者,成功,被超越者,6
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e84fd4000000001401a005,,67069e2d000000001d03048e,我们要成替身了,2026.04.22,广东,0.0,0.0,7,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e48b79000000001401d425,,60e9af1d00000000010148f2,100年后：看，这就是低等级生物庆祝我们祖先超越他们的瞬间,2026.04.19,山东,0.0,0.0,29,成功|被超越者,成功,被超越者,7
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e75a1d0000000014018818,,5de0fe620000000001003dd3,这么大年纪了，省省吧，不要跟机器人较劲,2026.04.21,江苏,1.0,0.0,19,成功|被超越者,成功,被超越者,5
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e64ad0000000001401b80e,,6770f5f50000000018016bf3,以后端着机关枪打米国,2026.04.20,山西,2.0,0.0,10,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e5de99000000001401d836,,61a1a523000000001000efaa,机器人手上可以拿个外卖，,2026.04.20,陕西,0.0,0.0,12,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e5d65b000000002d0321d0,,5d1a97bd0000000016023022,你是最近看到最像人的机器人[坏笑R],2026.04.20,新加坡,0.0,0.0,18,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e5a9a4000000001401c012,,678cd7e1000000000e0101c8,钢铁般的意志VS钢铁的意志,2026.04.20,浙江,1.0,0.0,13,成功|被超越者,成功,被超越者,6
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e5a72c000000001401c422,,60df363400000000200282b0,你看机器人跑多了，感觉博主都是像机器人一样在跑[捂脸R],2026.04.20,重庆,0.0,0.0,28,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e5a5130000000014018814,,6875d135000000001b01a2d8,手机少看点，不就快点了,2026.04.20,浙江,1.0,0.0,11,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e5a26e000000001401c412,,6288597c0000000021021fdc,机器人跑步的姿态好舒展,2026.04.20,上海,1.0,0.0,11,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e59e57000000001401d825,,62331a180000000010005b9a,他抱个炸药包就问你害怕不？[偷笑R],2026.04.20,浙江,1.0,0.0,18,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e58cef000000001401ac07,,6663bbf30000000007007c3f,第一次看到被超过还这么开心的，挺好,2026.04.20,北京,2.0,0.0,17,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e58b130000000014018008,,5c8761120000000011007157,这个银色的机器人太赞了[赞R],2026.04.20,山东,1.0,0.0,15,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e58097000000001401b820,,5e9ef34d000000000100623c,现实版终结者啊,2026.04.20,马来西亚,3.0,0.0,7,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e575390000000014019816,,64f2e17b000000000500232c,老哥是没吃饱早饭吗？多吃两个馒头，超过它！[生气R],2026.04.20,河北,0.0,0.0,26,成功|被超越者,成功,被超越者,6
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e55b00000000001401c003,,618dbd6d000000001000713a,这还不是奔跑特化型,2026.04.20,上海,1.0,0.0,9,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e54f0e000000001401d402,,67c42831000000000e011d96,[害羞R]明年的机器人要背一个沙包了[点赞R],2026.04.20,美国,0.0,0.0,23,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4edca000000001401d42d,,5e98f9bd0000000001001625,它用钢铁般的意志超越你[黄金薯R][黄金薯R][黄金薯R][黄金薯R],2026.04.19,福建,0.0,0.0,35,成功|被超越者,成功,被超越者,5
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4e7870000000014018820,,622d75630000000021025a60,一句话，说了很多,2026.04.19,北京,0.0,0.0,8,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4e27c000000001401ac12,,5f48717a0000000001003da0,@一点点的贝贝bb 去年这个我都没报上,2026.04.19,江苏,0.0,1.0,19,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4e02f000000001401a02e,,67881799000000000803d8d4,机魂大悦，硅基生物与碳基生物矛盾下降20％[doge],2026.04.19,河南,0.0,0.0,27,成功|被超越者,成功,被超越者,7
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4dc73000000001401c84d,,61cc404e00000000100084e6,它们不用训练，有一个行了，就都行了[鄙视R],2026.04.19,北京,0.0,0.0,22,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4dad4000000001401c828,,6113cc42000000000100b8ff,还以为你被追杀[捂脸R],2026.04.19,福建,0.0,0.0,12,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4d94f0000000014019c12,,687e39ef000000001b020a02,多正常。准备取代你了。。不对，是取代很多人[笑哭R][笑哭R],2026.04.19,广东,0.0,0.0,31,成功|被超越者,成功,被超越者,7
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4d640000000001401d80c,,6153eac6000000000201a55a,后面的机器人追上来了，天啊，简直像电影台词,2026.04.19,湖北,1.0,0.0,21,成功|被超越者,成功,被超越者,6
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4cc7c000000001401dc41,,68b388ef000000001901f03a,抱歉占用了社会资源，大家晚上好，实在很无助来到这里求大家！！点开头像看一眼，[合十R][合十R]能拉的话拉一把[哭惹R]娃在lcu.再不缴费就不行了[哭惹R]。实在一点没有了，一个人在楼道口痛哭，命运为何如此不公，。[哭惹R][哭惹R],2026.04.19,广西,1.0,0.0,118,成功|被超越者,成功,被超越者,28
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4c71d000000001401d823,,64916f9c0000000010036b69,以后机器人拿着武器你就想想吧.，你往哪跑,2026.04.19,山东,1.0,0.0,20,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4bfe7000000001401d808,,5839357982ec3954a56dbfb2,机器人拿把枪，不敢想@momo,2026.04.19,浙江,0.0,0.0,15,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4bfdc000000001401b80d,,6353f11b0000000018029d04,话说这机器人配速多少呢[吃瓜R],2026.04.19,广东,0.0,0.0,16,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4b216000000001401b830,,6503f3ee000000001702180c,直接电动车不就行了[捂脸R][捂脸R][捂脸R],2026.04.19,重庆,0.0,0.0,24,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4b174000000001401ac1b,,601fba44000000000101d037,后面背着炸药包的机器人要追上来了[捂脸R]天啊追上来了，各位帮我告诉我老婆，我…………�,2026.04.19,广西,0.0,0.0,44,成功|被超越者,成功,被超越者,9
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4b148000000001401b801,,5f6b173c000000000101ef41,看着心态很好！跑得很幸福！祝福你,2026.04.19,陕西,0.0,0.0,16,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4af67000000001401c83b,,62485fc400000000100061fb,滚滚长江东逝水，浪花淘尽英雄。是非成败转头空。青山依旧在。人类被人工智能超过是迟早的事，人工智能载体如果开始创造文明人类就会灭亡。,2026.04.19,云南,1.0,0.0,65,成功|被超越者,成功,被超越者,21
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4a74d000000001401880b,,5cf8be9c0000000011000951,原来终结者里被机器人追是这种感觉,2026.04.19,广东,0.0,0.0,16,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4a4b0000000001401e82b,,65e740d9000000000500d732,“后面机器人追上来了”[笑哭R][笑哭R],2026.04.19,浙江,0.0,0.0,21,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4a02c000000001401a023,,60c56e4f00000000010039ae,科技真是突飞猛进，不可想象,2026.04.19,河北,1.0,0.0,13,成功|被超越者,成功,被超越者,5
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e49ff5000000001401b823,,613cae7e000000001f034854,它超越了科技，您超越了自己，都是好样的。[点赞R],2026.04.19,山东,2.0,0.0,25,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e49f77000000001401a01c,,65c1f6ff000000001101883c,想跑得快肯定是汽车，最成熟的跑得快的机器人,2026.04.19,日本,0.0,0.0,21,成功|被超越者,成功,被超越者,6
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e49d16000000001401d438,,593acec950c4b47077c3866f,机器人摔倒需要一堆工作人员扶着才能起来 还需要有个拿遥控的,2026.04.19,河北,0.0,0.0,29,成功|被超越者,成功,被超越者,10
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e49c81000000001401d411,,5e0ca412000000000100483b,@小猪小猪胖乎乎 机器人打过来了,2026.04.19,北京,0.0,0.0,16,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e49713000000001401bc08,,6366400a000000001f01f316,本身机器人和人的构造就不同  装不装轮子有啥区别呢 直接装轮子就行了,2026.04.19,浙江,0.0,0.0,34,成功|被超越者,成功,被超越者,10
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e494670000000014018806,,620e36b60000000010008898,为什么看机器人跑这么搞笑啊[捂脸R][捂脸R][捂脸R],2026.04.19,北京,0.0,0.0,28,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e493f6000000001401ac39,,5d5ac58c0000000001007a85,以后就是机器人追上你干掉你了[笑哭R],2026.04.19,上海,0.0,0.0,19,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e492ca000000001401940f,,6247187a000000001000e3cd,你上去给他一搞脚他就跑不动了,2026.04.19,重庆,0.0,0.0,14,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e490fb000000001401e41c,,6790902c000000000e0135b9,毕竟不费力，跑不过的[doge],2026.04.19,上海,0.0,0.0,16,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e48d96000000001401d428,,626c1856000000002102998c,慢点慢点[大笑R],2026.04.19,山东,0.0,0.0,9,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e48ae4000000001401bc31,,5fad3cc5000000000101ebe4,哈哈 这镜头太可爱,2026.04.19,北京,0.0,0.0,9,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e48935000000001401b81a,,54af1d0e2e1d9359e2665643,头一回见被超过还这么高兴的[大笑R],2026.04.19,内蒙古,0.0,0.0,18,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e487ce0000000014013c05,,68b945640000000019019a18,哈哈，机器人有点卷啊� 你下次组个“人工友谊赛”呀！�♀️�,2026.04.19,河北,0.0,0.0,30,成功|被超越者,成功,被超越者,5
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e48693000000001401880a,,5d7dbff90000000001001236,叔叔还挺帅的,2026.04.19,北京,0.0,0.0,6,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e48634000000001401c82b,,5c91a240000000001100cdbb,再过几年，机器人就端着枪碾杀过来了！,2026.04.19,北京,0.0,0.0,18,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4847f000000001401e836,,61ac46f00000000010006ac1,@少林寺实习美术生 这机器人不要命了,2026.04.19,湖北,0.0,0.0,18,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4839d000000001401d425,,60517672000000000101cb13,这视角，感觉更快了[派对R],2026.04.19,福建,1.0,0.0,14,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4824e000000001401bc1e,,5571145658944607e532da2c,张雪峰当时觉得张绍刚跑步不该超过他，不要和没可比性的比[捂脸R],2026.04.19,上海,1.0,0.0,32,成功|被超越者,成功,被超越者,8
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e481c9000000001401c812,,68565cd5000000001b0202cb,这东西的进化是以天记的，人是以代记的[吃瓜R],2026.04.19,新加坡,0.0,0.0,23,成功|被超越者,成功,被超越者,5
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e47fb5000000001401b821,,5c2e1d80000000000502d601,血肉苦多，机械飞升,2026.04.19,浙江,0.0,0.0,9,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e47f83000000001401e014,,6056ef5b000000000101d39d,马拉松要被机器人取代了[doge],2026.04.19,广东,0.0,0.0,17,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e47eed000000001401d844,,62c4c78c000000001902ad25,身上背着炸药，，太恐怖了,2026.04.19,辽宁,1.0,0.0,12,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e47d09000000001401b805,,6908d6790000000037005615,人怎么能跑的过机器呢,2026.04.19,陕西,0.0,0.0,10,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e47c24000000001401cc15,,609e4e87000000000101c057,看你跑步，我的心情都好了[偷笑R],2026.04.19,上海,0.0,0.0,17,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e47627000000001401d819,,63f87b01000000001801bf8e,好直观的速度差距[笑哭R][笑哭R],2026.04.19,广东,0.0,0.0,18,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e4757c000000001401d821,,5904be0050c4b453a896808e,黑皮中年大叔，马拉松最强皮肤,2026.04.19,广东,1.0,0.0,14,成功|被超越者,成功,被超越者,6
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e47421000000001401bc3a,,61b15e4e000000001000d004,哈哈哈哈哈大哥甚至能在跑步的时候录视频/直播，还是您厉害[笑哭R],2026.04.19,江苏,0.0,0.0,33,成功|被超越者,成功,被超越者,6
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e46feb000000001401d401,,5cb84bda0000000016027b2c,这个是天工的，姿势很帅,2026.04.19,北京,0.0,0.0,11,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e46dcd000000001401d401,,5fd212a20000000001007136,比不过比不过[笑哭R],2026.04.19,浙江,0.0,0.0,11,成功|被超越者,成功,被超越者,2
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e46cb5000000001401ac1a,,605d68da000000000100acc0,有个完整的头就相当完美了,2026.04.19,江西,0.0,0.0,12,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e46934000000001401e80e,,58982c5050c4b40862f6520f,让我想起来了一部电影《兵人》,2026.04.19,上海,0.0,0.0,14,成功|被超越者,成功,被超越者,4
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e467c8000000001401b848,,55652993e58d136d0690f7e6,以后不需要人跑了，都机器人跑,2026.04.19,北京,0.0,0.0,14,成功|被超越者,成功,被超越者,3
69e44278000000001a0217bb,"机器人超过我的瞬间

",6019.0,372.0,1,69e480d7000000001401e02e,,66343c2c0000000003030984,如果战场上，他拿个枪，就是个大麻烦,2026.04.19,北京,18.0,18.0,17,成功|被超越者,成功,被超越者,3
